datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
1/5/2011 6:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33
1/5/2011 7:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88
1/5/2011 8:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195
1/5/2011 9:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115
1/5/2011 10:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57
1/5/2011 11:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46
1/5/2011 12:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79
1/5/2011 13:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71
1/5/2011 14:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62
1/5/2011 15:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62
1/5/2011 16:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89
1/5/2011 17:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190
1/5/2011 18:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169
1/5/2011 19:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132
1/5/2011 20:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89
1/5/2011 21:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43
1/5/2011 22:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42
1/5/2011 23:00,1,0,1,1,8.2,12.88,47,,1,18,19
1/6/2011 0:00,1,0,1,1,7.38,12.12,55,,0,11,11
1/6/2011 1:00,1,0,1,1,6.56,11.365,64,,0,4,4
1/6/2011 2:00,1,0,1,1,6.56,11.365,64,,0,2,2
1/6/2011 4:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1
1/6/2011 5:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4
1/6/2011 6:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36
1/6/2011 7:00,1,0,1,2,6.56,11.365,59,,0,95,95
1/6/2011 8:00,1,0,1,1,6.56,11.365,59,,3,216,219
1/6/2011 9:00,1,0,1,2,7.38,12.12,51,,6,116,122
1/6/2011 10:00,1,0,1,1,8.2,12.88,47,,3,42,45
1/6/2011 11:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59
1/6/2011 12:00,1,0,1,1,10.66,14.395,35,,6,78,84
1/6/2011 13:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67
1/6/2011 14:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70
1/6/2011 15:00,1,0,1,1,11.48,13.635,36,0,8,54,62
1/6/2011 16:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86
1/6/2011 17:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172
1/6/2011 18:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163
1/6/2011 19:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112
1/6/2011 20:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69
1/6/2011 21:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48
1/6/2011 22:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52
1/6/2011 23:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23
1/7/2011 0:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17
1/7/2011 1:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7
1/7/2011 2:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1
1/7/2011 4:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1
1/7/2011 5:00,1,0,1,3,9.02,13.635,55,0,0,5,5
1/7/2011 6:00,1,0,1,2,8.2,12.88,69,0,8,26,34
1/7/2011 7:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84
1/7/2011 8:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210
1/7/2011 9:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134
1/7/2011 10:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63
1/7/2011 11:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67
1/7/2011 12:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59
1/7/2011 13:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73
1/7/2011 14:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50
1/7/2011 15:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72
1/7/2011 16:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87
1/7/2011 17:00,1,0,1,2,8.2,12.88,37,0,9,178,187
1/7/2011 18:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123
1/7/2011 19:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95
1/7/2011 20:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51
1/7/2011 21:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39
1/7/2011 22:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36
1/7/2011 23:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15
1/8/2011 0:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25
1/8/2011 1:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16
1/8/2011 2:00,1,0,0,2,7.38,12.12,55,0,3,13,16
1/8/2011 3:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7
1/8/2011 4:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1
1/8/2011 5:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5
1/8/2011 6:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2
1/8/2011 7:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9
1/8/2011 8:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15
1/8/2011 9:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20
1/8/2011 10:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61
1/8/2011 11:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62
1/8/2011 12:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98
1/8/2011 13:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102
1/8/2011 14:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95
1/8/2011 15:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74
1/8/2011 16:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76
1/8/2011 17:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69
1/8/2011 18:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55
1/8/2011 19:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30
1/8/2011 20:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28
1/8/2011 21:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37
1/8/2011 22:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34
1/8/2011 23:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22
1/9/2011 0:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25
1/9/2011 1:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12
1/9/2011 2:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11
1/9/2011 3:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4
1/9/2011 4:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1
1/9/2011 5:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1
1/9/2011 6:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1
1/9/2011 7:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6
1/9/2011 8:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10
1/9/2011 9:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19
1/9/2011 10:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49
1/9/2011 11:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49
1/9/2011 12:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83
1/9/2011 13:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75
1/9/2011 14:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72
1/9/2011 15:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82
1/9/2011 16:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92
1/9/2011 17:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62
1/9/2011 18:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48
1/9/2011 19:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41
1/9/2011 20:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38
1/9/2011 21:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20
1/9/2011 22:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15
1/9/2011 23:00,1,0,0,1,4.92,6.82,50,12.998,0,6,6
1/10/2011 0:00,1,0,1,1,4.92,6.06,50,19.0012,2,3,5
1/10/2011 1:00,1,0,1,1,4.92,6.06,50,19.0012,1,0,1
1/10/2011 2:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3
1/10/2011 3:00,1,0,1,1,4.92,6.06,50,15.0013,0,1,1
1/10/2011 4:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3
1/10/2011 5:00,1,0,1,1,4.1,5.305,54,16.9979,0,3,3
1/10/2011 6:00,1,0,1,1,4.92,6.06,50,19.0012,0,31,31
1/10/2011 7:00,1,0,1,1,4.92,6.06,50,15.0013,2,75,77
1/10/2011 8:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188
1/10/2011 9:00,1,0,1,2,5.74,6.06,50,16.9979,2,92,94
1/10/2011 10:00,1,0,1,2,5.74,6.06,50,19.9995,0,31,31
1/10/2011 11:00,1,0,1,2,6.56,6.82,47,19.0012,2,28,30
1/10/2011 12:00,1,0,1,2,8.2,9.09,40,19.0012,5,47,52
1/10/2011 13:00,1,0,1,2,8.2,9.09,40,19.0012,4,50,54
1/10/2011 14:00,1,0,1,2,8.2,9.85,40,15.0013,0,47,47
1/10/2011 15:00,1,0,1,2,8.2,9.85,40,15.0013,2,43,45
1/10/2011 16:00,1,0,1,1,8.2,10.605,40,8.9981,4,70,74
1/10/2011 17:00,1,0,1,1,8.2,11.365,40,7.0015,4,174,178
1/10/2011 18:00,1,0,1,1,8.2,9.85,40,15.0013,1,154,155
1/10/2011 19:00,1,0,1,1,6.56,8.335,47,11.0014,3,92,95
1/10/2011 20:00,1,0,1,1,6.56,8.335,50,11.0014,1,73,74
1/10/2011 21:00,1,0,1,1,5.74,6.82,59,12.998,1,37,38
1/10/2011 22:00,1,0,1,1,5.74,7.575,59,11.0014,2,22,24
1/10/2011 23:00,1,0,1,1,5.74,7.575,59,11.0014,0,18,18
1/11/2011 0:00,1,0,1,1,5.74,8.335,59,7.0015,2,10,12
1/11/2011 1:00,1,0,1,1,5.74,7.575,59,11.0014,0,3,3
1/11/2011 2:00,1,0,1,2,6.56,7.575,55,12.998,0,3,3
1/11/2011 5:00,1,0,1,2,6.56,9.09,55,8.9981,0,6,6
1/11/2011 6:00,1,0,1,2,6.56,9.09,55,8.9981,0,27,27
1/11/2011 7:00,1,0,1,2,6.56,11.365,55,0,2,97,99
1/11/2011 8:00,1,0,1,2,7.38,10.605,51,6.0032,3,214,217
1/11/2011 9:00,1,0,1,2,7.38,9.85,51,11.0014,3,127,130
1/11/2011 10:00,1,0,1,2,8.2,10.605,51,11.0014,3,51,54
1/11/2011 11:00,1,0,1,2,8.2,10.605,47,8.9981,4,31,35
1/11/2011 12:00,1,0,1,2,8.2,11.365,51,7.0015,2,55,57
1/11/2011 13:00,1,0,1,2,8.2,11.365,59,6.0032,6,46,52
1/11/2011 14:00,1,0,1,2,8.2,11.365,59,6.0032,3,60,63
1/11/2011 15:00,1,0,1,2,6.56,9.85,80,6.0032,2,45,47
1/11/2011 16:00,1,0,1,2,6.56,7.575,86,15.0013,4,72,76
1/11/2011 17:00,1,0,1,2,6.56,7.575,86,15.0013,6,130,136
1/11/2011 18:00,1,0,1,3,6.56,9.09,93,7.0015,1,94,95
1/11/2011 19:00,1,0,1,3,6.56,11.365,93,0,0,51,51
1/11/2011 20:00,1,0,1,3,6.56,7.575,93,12.998,0,32,32
1/11/2011 21:00,1,0,1,3,6.56,9.85,86,6.0032,0,20,20
1/11/2011 22:00,1,0,1,3,6.56,9.09,93,7.0015,1,28,29
1/11/2011 23:00,1,0,1,3,6.56,9.85,93,6.0032,1,18,19
1/12/2011 0:00,1,0,1,2,6.56,9.85,86,6.0032,0,7,7
1/12/2011 1:00,1,0,1,2,6.56,9.09,86,7.0015,0,6,6
1/12/2011 2:00,1,0,1,1,5.74,7.575,86,8.9981,0,1,1
1/12/2011 5:00,1,0,1,1,5.74,7.575,86,11.0014,0,5,5
1/12/2011 6:00,1,0,1,1,4.92,7.575,93,8.9981,0,16,16
1/12/2011 7:00,1,0,1,1,5.74,7.575,69,8.9981,0,54,54
1/12/2011 8:00,1,0,1,1,6.56,8.335,59,11.0014,3,125,128
1/12/2011 9:00,1,0,1,1,6.56,6.82,59,22.0028,3,78,81
1/12/2011 10:00,1,0,1,1,7.38,9.09,55,15.0013,0,39,39
1/12/2011 11:00,1,0,1,1,8.2,9.09,51,26.0027,3,32,35
1/12/2011 12:00,1,0,1,1,8.2,7.575,47,39.0007,3,52,55
1/12/2011 13:00,1,0,1,1,9.02,9.85,44,23.9994,0,49,49
1/12/2011 14:00,1,0,1,1,8.2,9.09,47,22.0028,0,44,44
1/12/2011 15:00,1,0,1,1,8.2,8.335,47,27.9993,1,48,49
1/12/2011 16:00,1,0,1,1,9.02,9.85,44,22.0028,5,63,68
1/12/2011 17:00,1,0,1,1,8.2,9.09,47,23.9994,0,139,139
1/12/2011 18:00,1,0,1,1,8.2,7.575,47,35.0008,2,135,137
1/12/2011 19:00,1,0,1,1,7.38,7.575,47,27.9993,1,82,83
1/12/2011 20:00,1,0,1,1,6.56,6.82,50,22.0028,2,54,56
1/12/2011 21:00,1,0,1,1,6.56,6.82,55,22.0028,0,57,57
1/12/2011 22:00,1,0,1,1,6.56,6.06,55,30.0026,1,32,33
1/12/2011 23:00,1,0,1,1,5.74,5.305,59,27.9993,1,19,20
1/13/2011 0:00,1,0,1,1,5.74,6.06,59,19.0012,1,6,7
1/13/2011 1:00,1,0,1,1,5.74,6.06,50,19.0012,0,2,2
1/13/2011 2:00,1,0,1,1,5.74,6.06,50,23.9994,0,2,2
1/13/2011 3:00,1,0,1,1,5.74,6.06,50,22.0028,0,3,3
1/13/2011 4:00,1,0,1,1,5.74,6.06,50,16.9979,0,4,4
1/13/2011 5:00,1,0,1,1,5.74,6.06,50,19.9995,0,3,3
1/13/2011 6:00,1,0,1,1,4.92,7.575,54,8.9981,0,28,28
1/13/2011 7:00,1,0,1,1,4.92,7.575,54,8.9981,0,72,72
1/13/2011 8:00,1,0,1,1,5.74,6.82,50,12.998,5,197,202
1/13/2011 9:00,1,0,1,1,5.74,6.06,50,22.0028,2,137,139
1/13/2011 10:00,1,0,1,2,6.56,6.82,50,23.9994,2,36,38
1/13/2011 11:00,1,0,1,2,8.2,8.335,44,30.0026,4,33,37
1/13/2011 12:00,1,0,1,1,8.2,8.335,44,27.9993,3,49,52
1/13/2011 13:00,1,0,1,1,9.02,9.85,41,30.0026,2,81,83
1/13/2011 14:00,1,0,1,1,9.02,9.85,41,26.0027,3,39,42
1/13/2011 15:00,1,0,1,1,9.84,10.605,38,19.9995,5,55,60
1/13/2011 16:00,1,0,1,1,9.84,10.605,38,23.9994,2,76,78
1/13/2011 17:00,1,0,1,1,8.2,9.09,40,19.0012,4,158,162
1/13/2011 18:00,1,0,1,1,8.2,9.09,40,22.0028,3,141,144
1/13/2011 19:00,1,0,1,1,6.56,7.575,47,16.9979,1,98,99
1/13/2011 20:00,1,0,1,1,6.56,7.575,47,15.0013,0,64,64
1/13/2011 21:00,1,0,1,1,5.74,6.06,46,19.9995,0,40,40
1/13/2011 22:00,1,0,1,1,5.74,6.06,46,22.0028,0,30,30
1/13/2011 23:00,1,0,1,1,4.92,6.82,50,12.998,1,14,15
1/14/2011 0:00,1,0,1,1,4.92,6.82,50,12.998,0,14,14
1/14/2011 1:00,1,0,1,1,4.1,6.06,54,11.0014,0,5,5
1/14/2011 2:00,1,0,1,1,4.1,6.06,54,8.9981,0,1,1
1/14/2011 3:00,1,0,1,1,4.1,6.82,54,7.0015,0,1,1
1/14/2011 5:00,1,0,1,1,4.1,6.82,54,6.0032,0,8,8
1/14/2011 6:00,1,0,1,1,4.1,9.09,54,0,0,17,17
1/14/2011 7:00,1,0,1,1,4.1,6.06,74,11.0014,0,70,70
1/14/2011 8:00,1,0,1,1,4.92,8.335,68,0,2,156,158
1/14/2011 9:00,1,0,1,1,5.74,7.575,69,8.9981,0,117,117
1/14/2011 10:00,1,0,1,1,7.38,9.09,55,12.998,4,40,44
1/14/2011 11:00,1,0,1,1,7.38,8.335,51,19.0012,6,47,53
1/14/2011 12:00,1,0,1,1,8.2,9.85,44,16.9979,2,59,61
1/14/2011 13:00,1,0,1,1,9.02,9.85,37,26.0027,4,73,77
1/14/2011 14:00,1,0,1,1,9.02,10.605,41,19.0012,5,59,64
1/14/2011 15:00,1,0,1,1,9.84,12.12,38,11.0014,9,59,68
1/14/2011 16:00,1,0,1,1,9.02,12.12,41,7.0015,3,87,90
1/14/2011 17:00,1,0,1,1,9.02,11.365,41,11.0014,4,155,159
1/14/2011 18:00,1,0,1,1,8.2,12.88,47,0,5,134,139
1/14/2011 19:00,1,0,1,1,6.56,9.85,59,6.0032,3,89,92
1/14/2011 20:00,1,0,1,1,7.38,12.12,59,0,0,68,68
1/14/2011 21:00,1,0,1,1,6.56,11.365,69,0,4,48,52
1/14/2011 22:00,1,0,1,2,6.56,11.365,69,0,2,34,36
1/14/2011 23:00,1,0,1,2,7.38,12.12,55,0,1,26,27
1/15/2011 0:00,1,0,0,1,7.38,12.12,55,,3,25,28
1/15/2011 1:00,1,0,0,2,6.56,9.85,59,6.0032,2,18,20
1/15/2011 2:00,1,0,0,2,6.56,9.85,59,6.0032,0,12,12
1/15/2011 3:00,1,0,0,2,6.56,11.365,59,,1,7,8
1/15/2011 4:00,1,0,0,2,6.56,11.365,59,,0,5,5
1/15/2011 5:00,1,0,0,1,6.56,11.365,59,,0,1,1
1/15/2011 6:00,1,0,0,1,5.74,8.335,63,7.0015,1,2,3
1/15/2011 7:00,1,0,0,1,5.74,10.605,63,,1,9,10
1/15/2011 8:00,1,0,0,1,5.74,7.575,63,8.9981,1,22,23
1/15/2011 9:00,1,0,0,1,6.56,9.09,64,8.9981,2,31,33
1/15/2011 10:00,1,0,0,1,7.38,9.85,59,11.0014,2,57,59
1/15/2011 11:00,1,0,0,1,8.2,9.85,55,15.0013,18,54,72
1/15/2011 12:00,1,0,0,1,9.84,11.365,48,15.0013,15,74,89
1/15/2011 13:00,1,0,0,1,11.48,12.88,38,19.9995,21,80,101
1/15/2011 14:00,1,0,0,1,12.3,14.395,39,19.0012,26,92,118
1/15/2011 15:00,1,0,0,2,13.12,15.91,36,12.998,21,108,129
1/15/2011 16:00,1,0,0,2,13.94,16.665,34,12.998,33,95,128
1/15/2011 17:00,1,0,0,2,13.12,15.15,36,19.0012,29,54,83
1/15/2011 18:00,1,0,0,2,12.3,14.395,45,16.9979,15,69,84
1/15/2011 19:00,1,0,0,2,13.12,15.15,39,16.9979,14,60,74
1/15/2011 20:00,1,0,0,2,13.12,15.15,39,16.9979,6,35,41
1/15/2011 21:00,1,0,0,2,13.12,15.15,39,15.0013,6,51,57
1/15/2011 22:00,1,0,0,2,12.3,15.91,42,7.0015,0,26,26
1/15/2011 23:00,1,0,0,1,12.3,14.395,45,19.0012,5,39,44
1/16/2011 0:00,1,0,0,1,10.66,15.15,56,,6,33,39
1/16/2011 1:00,1,0,0,1,10.66,13.635,56,8.9981,4,19,23
1/16/2011 2:00,1,0,0,1,10.66,14.395,56,6.0032,3,13,16
1/16/2011 3:00,1,0,0,1,9.02,13.635,69,,9,6,15
